stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
ECU,130,Ecuador,130-2009-0426-L1,2009,426,Legislative/Parliamentary,Held early following the passage of a new constitution. The PAIS alliance won just under half of the seats and a large plurality.,no,,no,,yes,,yes,,yes,,yes,Held early following the passage of a new constitution,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,yes,The PAIS alliance remained the largest party but with a slightly slimmer margin.,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Correa,,Correa,,yes,,yes,EU observers,no,,no,,no,,yes,,no,,no,,yes,,"UN, OAS",,no,,no,,no,,no,
ECU,130,Ecuador,130-2009-0426-P1,2009,426,Executive,Correa won reelection in the first round with a majority of votes.,no,,no,,yes,,yes,,yes,,yes,Held early following the passage of a new constitution,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,yes,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Correa,,Correa,,yes,,yes,EU observers,no,,no,,no,,yes,,no,,no,,yes,,"UN, OAS",,no,,no,,no,,no,
ECU,130,Ecuador,130-2013-0217-L1,2013,217,Legislative/Parliamentary,"This election was generally peaceful. It took place on the same day as the country's presidential election therefore, there was more focus on that election.",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,no,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Rafael Correa,,Rafael Correa,,yes,,yes,,no,,no,,no,,yes,,yes,,no,,yes,,USA/England/OAS,,yes,,no,,no,,no,
ECU,130,Ecuador,130-2013-0217-P1,2013,217,Executive,This election was one in which the incumbent knew that he would win election. Correa positioned his oppositions to split up into groups therefore allowing for the election to not go into a second round.,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Rafael Correa,,Rafael Correa,,yes,,yes,,no,,no,,no,,yes,,yes,,no,,yes,,US/England/OAS,,yes,,no,,no,,no,
PER,135,Peru,135-1945-0610-L1,1945,610,Legislative/Parliamentary,First election in over a decade in which left wing party APRA was allowed to participate; APRA won a plurality in the Congress.,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,yes,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Ugarteche,,Bustamante,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, France",,no,,no,,no,,no,
PER,135,Peru,135-1945-0610-P1,1945,610,Executive,"Left wing Bustamente won in a 2-to-1 victory over the right wing Ureta. Came during a time when Peru was becoming increasingly democratic, and was regarded as a successful election. It was the first election for over a decade in with APRA, a left wing party, was allowed participate.",no,,no,,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,no,,no,,N/A,,yes,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Ugarteche,,Bustamante,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, France",,no,,no,,no,,no,
PER,135,Peru,135-1950-0702-L1,1950,702,Legislative/Parliamentary,"Following a 1950 coup by the armed forces overthrowing left wing Bustamante, Manuel Odria (the leader of the coup), was elected in the 1950 presidential election (his chief opponent was not on the ballot) and his PR party was the only one on the ballot.",no,,no,,no,,yes,"ARPA had been declared illegal, but other parties were legal, though they were prevented from running.",no,,no,,N/A,,N/A,,N/A,,yes,"Although Odria had been in power since 1948, he put his VP Noriega into power for two months before the election so that Noreiga, and not Odria, would run the elections; Noreiga is therefore coded as the incumbent though Odria was always truly the incumbent.",yes,,yes,,yes,,no,,yes,,no,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,N/A,,no,,yes,,yes,,yes,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Noreiga,,Odria,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, France",,no,,no,,no,,no,
PER,135,Peru,135-1950-0702-P1,1950,702,Executive,"Following a 1950 coup by the armed forces overthrowing left wing Bustamante, Manuel Odria (the leader of the coup), was elected in the 1950 presidential election (his chief opponent was not on the ballot) and his PR party was the only one on the ballot.",no,,no,,no,,yes,"The ARPA had been declared illegal, but other parties were technically legal, though they were prevented from running.",no,,no,,yes,"Although Odria had been in power since 1948, he put his VP Noregia into power for two months before the election; Noriega is therefore coded as the incumbent though Odria was always truly in power.",no,,no,,yes,Odria placed Noriega into power for these two months so that we would hold elections.,yes,,yes,,yes,Odria's main opponent's candidacy was declared fraudulent by the National Election Board.,no,,yes,,no,,yes,,no,,yes,,yes,,no,,yes,,yes,,no,,no,,N/A,,no,,yes,,yes,,yes,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Noreiga,,Odria,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, France",,no,,no,,no,,no,
PER,135,Peru,135-1956-0617-L1,1956,617,Legislative/Parliamentary,"First fair election since 1946; also, first election in which women could vote and were elected as representatives. The alliance of Prado (the elected president) and APRA won the Congress.",no,,yes,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,yes,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Noreiga,,Odria,,no,,N/A,,N/A,,no,,no,,yes,,no,,yes,,yes,,"US, France",,no,,yes,,no,,no,
PER,135,Peru,135-1956-0617-P1,1956,617,Executive,"First free elections since 1945. A new emerging middle class allowed for the growth of moderate parties that altered the political landscape and provided for an alternative to the far left, mostly APRA. ",no,,yes,,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,yes,,no,,no,,N/A,,yes,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Odria,,Ugarteche,,no,,N/A,,N/A,,no,,no,,yes,,no,,yes,,yes,,"US, France",,no,,yes,,no,,no,
PER,135,Peru,135-1962-0610-L1,1962,610,Legislative/Parliamentary,Vote was inconclusive and the election was anulled by a coup d'etat before a winner was determined.,no,,no,No real parties. Those taking part in the elections were ideologically similar.,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,There were fears of a military coup if Haya de la Torre won.,no,,no,,no,,no,,no,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,N/A,,yes,,no,,yes,,no,,no,,no,Vote was inconclusive.,yes,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,prado ugarteche,,perez godoy,,no,,N/A,,N/A,,no,,no,,yes,,yes,,no,,yes,,us,,yes,,no,,yes,U.S. threatened to cut off aid if the military took over.,no,
PER,135,Peru,135-1962-0610-P1,1962,610,Executive,Vote was inconclusive and the election was anulled by a coup d'etat before a winner was determined.,no,,no,No real parties. Those taking part in the elections were ideologically similar.,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,There were fears of a military coup if Haya de la Torre won.,no,,no,,no,,no,,no,,yes,,no,,yes,,yes,,no,,no,,N/A,,no,,no,,N/A,,yes,,no,,yes,No candidate received the 1/3 needed to win. It was left to Congress to decide the election.,no,,no,,no,Vote was inconclusive.,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,Vote was inconclusive.,N/A,,N/A,,N/A,"A coup anulled the election, on the fear that de la Torre would win.",prado ugarteche,,perez godoy,,no,,N/A,,N/A,,no,,no,,yes,,yes,,no,,yes,,us,,yes,,no,,yes,U.S. threatened to cut off aid if the military took over.,no,
PER,135,Peru,135-1963-0609-L1,1963,609,Legislative/Parliamentary,Election preceded by a coup d'etat.,yes,Military junta in effect.,no,No real parties. Those taking part in the elections were ideologically similar.,yes,,yes,,yes,,N/A,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,There were concerns that the military might not let Haya de la Torre take office if he won.,no,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,Incumbent was military leader with no party affiliation.,no,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,lindley,,belaunde terry,,no,,N/A,,N/A,,no,,no,,no,,no,,yes,,yes,US had cut off aid because of the coup. Relations improved after restoration of elections.,us,,no,,yes,,no,,no,
PER,135,Peru,135-1963-0609-P1,1963,609,Executive,Election preceded by a coup d'etat.,yes,Military junta in effect.,no,No real parties. Those taking part in the elections were ideologically similar.,yes,,yes,,yes,,N/A,,yes,,no,Military junta. No term limits.,no,Military junta. No term limits.,yes,The junta declared that it would hold elections upon overthrowing previous government.,no,,no,,no,,no,,no,There were concerns that the military might not let Haya de la Torre take office if he wins.,no,,yes,,no,,yes,,yes,,no,,no,,N/A,,N/A,Incumbent was military leader with no party.,no,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,lindley,,belaunde terry,,no,,N/A,,N/A,,no,,no,,no,,no,,yes,,yes,The US had cut off aid because of the coup. Relations improved after the restoration of elections.,us,,no,,yes,,no,,no,
PER,135,Peru,135-1978-0618-A1,1978,618,Constituent Assembly,First national election in Peru since coup of 1968.,yes,,yes,,yes,,yes,,yes,,N/A,"Elections were delayed by two weeks due to rioting. However, they were not regular hence this is coded 'N/A.'",N/A,Election did not involve incumbent.,no,No term limit on a military junta.,N/A,Election did not involve incumbent.,no,,no,"Belaunde's AP party boycotted the election because they claimed the election would be illegitimate, however that may have been for strategic purposes; no other sources seemed to indicate concern with the fairness of the election.",no,"Since the incumbent was part of a military junta, Bermudez knew he was giving away his power by allowing national democratic elections.",yes,Far-left leaders were prevented from running due to exile.,yes,Belaunde's AP party; Belaunde headed the Peru government before the 1968 coup.,yes,Exiled prominent leaders of the far-left.,yes,The daily press was censored.,no,,yes,,yes,IMF aid.,no,,N/A,Election did not involve incumbent's position.,N/A,,N/A,,no,"Though no party was associated with the incumbent, the military supported APRA, a centrist-moderate party that won.",yes,Diplomatic observers (but not election monitors) had pegged the six leftist parties to obtain only 15-20% of the vote (because Peru's political atmosphere at the time was anti-left); surprisingly they earned 36%.,yes,"Favorable in the sense that the military incumbent supported APRA, the centrist-moderate political party, and they were expected to win a large portion of the Constituent Assembly.",yes,"First time there were elections, and so the first time newly-formed parties gained a say in national affairs.",N/A,No reports critical of the government's handling; none of the twelve political parties that participated claimed vote fraud.,no,"While numerous strikes occurred, they were due to a general dissatisfaction with the present military government and poor living conditions, not due to any dissatisfaction with the handling of the election.",N/A,,N/A,,no,,yes,The reason the election was postponed was because of an incident that led to the death of twenty-seven Peruvians.,no,"Results can be considered favorable to the incumbent from two perspectives: first, the election was successful, and furthermore, the majority party was supported by the military (because it was moderate, anti-Communist, and popularly-based).",N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Morales Bermudez,,Morales Bermudez,,no,"Following the 1968 coup, international monitors from the OAS did not go to Peru until 1992.",N/A,,N/A,,unclear,,unclear,,no,"Tensions over economic aid, as well as Velasco's (the military dictator in charge before Bermudez) anti-US stance had not led to good relations between the US and Peru.",no,,yes,The US State Department issued a statement that they were pleased that Peru was moving towards democracy.,yes,,us,,no,,yes,,yes,"Because of US vested interest in promoting democracy in Latin America, they used economic aid in order to push Peru, Ecuador, and Bolivia towards democracy; this strategy was reasonably successful in Peru.",yes,From the US.
PER,135,Peru,135-1980-0518-L1,1980,518,Legislative/Parliamentary,,yes,,yes,,yes,,yes,,yes,,N/A,First elections after transition to civilian rule.,N/A,,N/A,,N/A,,no,,no,,N/A,"Incumbent military leader did not run, and no incumbent party.",no,,no,,no,,N/A,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Morales Bermudez,,Belaunde,,no,,N/A,,N/A,,no,,no,,yes,,no,,yes,,unclear,,N/A,,N/A,,N/A,,no,,no,
PER,135,Peru,135-1980-0518-P1,1980,518,Executive,,yes,,yes,,yes,,yes,,yes,,N/A,First elections after transition to civilian rule.,yes,,no,,no,,no,,no,,N/A,"Incumbent military leader did not run, and no incumbent party.",no,,no,,no,,N/A,,no,,no,,no,,yes,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Morales Bermudez,,Belaunde,,no,,N/A,,N/A,,no,,no,,yes,,no,,yes,,unclear,,N/A,,N/A,,N/A,,no,,no,
PER,135,Peru,135-1985-0414-L1,1985,414,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,N/A,,N/A,,N/A,,yes,,unclear,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Belaunde,,Garcia Perez,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,us,,no,,no,,no,,no,
PER,135,Peru,135-1985-0414-P1,1985,414,Executive,,no,,no,,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,N/A,,yes,,unclear,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Belaunde,,Garcia Perez,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,us,,no,,no,,no,,no,
PER,135,Peru,135-1990-0408-L1,1990,408,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,Though there were guerilla groups who tried to disrupt the elections.,no,,unclear,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,yes,,yes,,no,,yes,"However, no party emerged with a majority and the parties were evenly spread out in the legislature.",no,,no,,N/A,,N/A,,no,,yes,"A Maoist group, the Shining Path, attempted to use terrorism to disrupt the elections. In fact, the government put Lima under a state of emergency in order to protect the candidates.",no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Garcia Perez,,Fujimori,,unclear,,N/A,,N/A,,N/A,,N/A,,yes,,yes,The US disapproves of Fujimori's auto-coup in 1992 in which he dissolves the other branches of the government.,no,,yes,,un,,no,,no,,no,,no,
PER,135,Peru,135-1990-0408-P1,1990,408,Executive,,no,,no,,yes,,yes,,yes,,no,,no,,yes,,no,,no,,no,,no,,no,,no,Though there were guerilla groups who tried to disrupt the elections.,no,,unclear,,no,,yes,,yes,,yes,,no,,no,,N/A,,yes,,yes,,no,,no,,no,,no,,N/A,,N/A,,no,,yes,"A Maoist group, the Shining Path, attempted to use terrorism to disrupt the elections. In fact, the government put Lima under a state of emergency in order to protect the candidates.",no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Garcia Perez,,Fujimori,,unclear,,N/A,,N/A,,N/A,,N/A,,yes,,yes,The US disapproves of Fujimori's auto-coup in 1992 in which he dissolves the other branches of the government.,no,,yes,,un,,no,,no,,no,,no,
PER,135,Peru,135-1990-0408-P2,1990,610,Executive,Run-off second round of voting in the presidential election.,no,,no,,yes,,yes,,yes,,no,,no,,yes,,no,,no,,no,,no,,no,,no,Though there were guerilla groups who tried to disrupt the elections,no,,unclear,,no,,yes,,yes,,yes,,no,,no,,N/A,,yes,,yes,,no,,no,,no,,no,,N/A,,N/A,,no,,yes,"A Maoist group, the Shining Path, attempted to use terrorism to disrupt the elections. In fact, the government put Lima under a state of emergency in order to protect the candidates.",no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Garcia Perez,,Fujimori,,unclear,,N/A,,N/A,,N/A,,N/A,,yes,,yes,The US disapproves of Fujimori's auto-coup in 1992 in which he dissolves the other branches of the government.,no,,yes,,un,,no,,no,,no,,no,
PER,135,Peru,135-1992-1122-L1,1992,1122,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,unclear,,no,,no,,no,,unclear,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,unclear,,N/A,,no,,no,,no,,N/A,,N/A,,no,,no,"However, there was an attempted coup that failed.",no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,From the OAS.,no,,no,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,no,,no,
PER,135,Peru,135-1995-0409-L1,1995,409,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,yes,,no,,no,,no,,unclear,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,no,,yes,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,Over 100 different observers attended.,yes,,no,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,no,,no,
PER,135,Peru,135-1995-0409-P1,1995,409,Executive,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,unclear,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,Over 100 monitors attended.,yes,,no,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,no,,no,
PER,135,Peru,135-2000-0409-L1,2000,409,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,unclear,,no,,no,,no,,yes,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,no,,yes,,no,,N/A,,N/A,,N/A,,no,,unclear,,N/A,,no,,yes,,yes,,yes,,no,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,Over 100 different observers attended.,yes,From the OAS.,yes,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,yes,,no,
PER,135,Peru,135-2000-0409-P1,2000,409,Executive,,no,,no,,yes,,yes,,yes,,no,,no,,no,,yes,Fujimori changed electoral rules so he could seek a third term.,no,,yes,,unclear,,no,,yes,"In the runoff, the incumbent's main opponent withdrew from the election citing concerns about fraud.",no,,yes,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,unclear,,N/A,,no,,yes,,yes,The former presidential candidate Alejandro Toledo led protests against Fujimori in which buildings were burned and six people were killed.,yes,The OAS announced evidence of certain irregularities in the election.,no,,no,,yes,"In the riots after the elections, six people died.",yes,"Although the election results were not formally cancelled, as a result of the widespread protests, Fujimori resigned and fled to Japan. Before leaving, he called for fresh elections.",yes,,no,The OAS actually made few demands of Fujimori.,yes,Although it did not occur until 2001.,yes,"Alejandro Toledo replaced the interim president, Valent�n Paniagua.",no,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,Over 100 different observers attended.,yes,From the OAS.,yes,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,yes,,no,
PER,135,Peru,135-2000-0409-P2,2000,528,Executive,"Run-off second round of voting in the presidential election. Not only did the leading candidate fail to win a majority in the first set of elections, but the second round of elections were also spurred by allegations of fraud.",no,,no,,yes,,yes,,yes,,no,,no,,no,,yes,Fujimori changed electoral rules so he could seek a third term.,no,,yes,,unclear,,no,,yes,"In the runoff, the incumbent's main opponent withdrew from the election citing concerns about fraud.",no,,yes,"According to the BBC, media under Fujimori was not entirely free and was often biased toward the presidency.",no,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,unclear,,N/A,,no,,yes,,yes,The former presidential candidate Alejandro Toledo led protests against Fujimori in which buildings were burned and six people were killed.,yes,The OAS announced evidence of certain irregularities in the election.,no,,no,,yes,"In the riots after the elections, six people died.",yes,"Although the election results were not formally cancelled, as a result of the widespread protests, Fujimori resigned and fled to Japan. Before leaving, he called for fresh elections.",yes,,no,The OAS actually made few demands of Fujimori.,yes,Although it did not occur until 2001.,yes,"Alejandro Toledo replaced the interim president, Valent�n Paniagua.",no,,N/A,,N/A,,N/A,,Fujimori,,Fujimori,,yes,Over 100 different observers attended.,yes,From the OAS.,yes,,no,,no,,yes,,no,,no,,yes,,"un, oas",,no,,no,,yes,,no,
